"17967MK    NY      COM            8844654519       09/21/2020   10:21A           NO STANDING-BUS STOP                                   115.00        0.00             0.00              15.00              100.00           0.00         114        Q        TRAFFIC          HEARING HELD-GUILTY REDUCTION   View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FNUVXVEZPUkZWNFQxRTlQUT09&locationName=_____________________)"
"JSC5308    PA      PAS            8633878823       04/20/2018   07:42A           NO PARKING-STREET CLEANING                             45.00         10.00            0.00              0.00               0.00             55.00        075        K        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrMTZaek5QUkdkNVRYYzlQUT09&locationName=_____________________)"
"HYB3209    NY      PAS            8633878847       04/20/2018   07:47A           NO PARKING-STREET CLEANING       08/09/2018            45.00         60.00            21.83             0.00               0.00             126.83       075        K        TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrMTZaek5QUkdjd1RuYzlQUT09&locationName=_____________________)"
"HYB3209    NY      PAS            8633878859       04/20/2018   07:48A           FRONT OR BACK PLATE MISSING      08/09/2018            65.00         60.00            26.67             0.00               0.00             151.67       075        K        TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrMTZaek5QUkdjeFQxRTlQUT09&locationName=_____________________)"
"2557516    ME      PAS            8654629356       09/06/2019   10:54A           DETACHED TRAILER                                       45.00         10.00            0.00              0.00               0.00             55.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxQVkUweFRtYzlQUT09&locationName=_____________________)"
"2557516    ME      PAS            8654629368       09/06/2019   10:56A           NO STANDING-DAY/TIME LIMITS                            115.00        10.00            0.00              0.00               0.00             125.00       104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxQVkUweVQwRTlQUT09&locationName=_____________________)"
"60245ME    NY      COM            8654629411       09/06/2019   11:08A           FIRE HYDRANT                                           115.00        10.00            0.00              0.00               0.00             125.00       104        Q        TRAFFIC          HEARING HELD-GUILTY REDUCTION   View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxQVkZGNFRWRTlQUT09&locationName=_____________________)"
"UYN8376    VA      PAS            8654629496       09/06/2019   11:39A           NO PARKING-STREET CLEANING                             45.00         10.00            0.00              0.00               0.00             55.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxQVkZFMVRtYzlQUT09&locationName=_____________________)"
"DUMUS      NY      SRF            8654629680       09/09/2019   11:07A           NO PARKING-STREET CLEANING       12/26/2019            45.00         60.00            9.05              0.00               0.00             114.05       104        Q        TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWGxQVkZrMFRVRTlQUT09&locationName=_____________________)"
"49630MM    NY      COM            8654630061       09/12/2019   10:29A           CROSSWALK                        03/12/2020            115.00        60.00            11.49             0.00               0.00             186.49       104        Q        TRAFFIC          HEARING HELD-GUILTY             View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOUkVFeVRWRTlQUT09&locationName=_____________________)"
"3824138    ME      PAS            8654630127       09/12/2019   10:41A           DETACHED TRAILER                                       45.00         10.00            0.00              0.00               0.00             55.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOUkVWNVRuYzlQUT09&locationName=_____________________)"
"2521253    ME      PAS            8654630139       09/12/2019   10:42A           DETACHED TRAILER                                       45.00         10.00            0.00              0.00               0.00             55.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOUkVWNlQxRTlQUT09&locationName=_____________________)"
"231655E    ME      PAS            8654630152       09/12/2019   10:46A           DETACHED TRAILER                                       45.00         10.00            0.00              0.00               0.00             55.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOUkVVeFRXYzlQUT09&locationName=_____________________)"
"231655E    ME      PAS            8654630164       09/12/2019   10:47A           NO STANDING-DAY/TIME LIMITS                            115.00        10.00            0.00              0.00               0.00             125.00       104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOUkVVeVRrRTlQUT09&locationName=_____________________)"
"HTM9519    NY      PAS            8700439290       01/09/2020   08:12A           INSP. STICKER-EXPIRED/MISSING                          65.00         30.00            0.00              0.00               95.00            0.00         075        K        TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamQwMUVVWHBQVkVrMVRVRTlQUT09&locationName=_____________________)"
"AS927J     NJ      PAS            8827521252       09/23/2020   02:58P           NO PARKING-DAY/TIME LIMITS                             60.00         0.00             0.00              0.00               60.00            0.00         041        BX       TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVNTZWWGxOVkVreFRXYzlQUT09&locationName=_____________________)"
"79737JV    NY      COM            8827521320       09/23/2020   04:49P           DOUBLE PARKING                                         115.00        0.00             0.00              80.00              35.00            0.00         043        BX       TRAFFIC          HEARING HELD-GUILTY REDUCTION   View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVNTZWWGxOVkUxNVRVRTlQUT09&locationName=_____________________)"
"65919JW    NY      COM            8827521331       09/23/2020   05:39P           DOUBLE PARKING                                         115.00        0.00             0.00              80.00              35.00            0.00         047        BX       TRAFFIC          HEARING HELD-GUILTY REDUCTION   View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVNTZWWGxOVkUxNlRWRTlQUT09&locationName=_____________________)"
"AF98335    PA      PAS            8844654775       09/22/2020   10:09A           FRONT OR BACK PLATE MISSING                            65.00         0.00             0.00              35.00              30.00            0.00         115        Q        TRAFFIC          HEARING HELD-GUILTY REDUCTION   View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FNUVXVEZPUkdNelRsRTlQUT09&locationName=_____________________)"
"AF98335    PA      PAS            8844654787       09/22/2020   10:10A           PLTFRM LFTS LWRD POS COMM VEH                          45.00         0.00             0.00              15.00              30.00            0.00         115        Q        TRAFFIC          HEARING HELD-GUILTY REDUCTION   View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FNUVXVEZPUkdNMFRuYzlQUT09&locationName=_____________________)"
"15486TC    NY      TRC            8844654635       09/22/2020   08:45A           NO PARKING-STREET CLEANING                             65.00         0.00             0.00              40.00              25.00            0.00         115        Q        TRAFFIC          HEARING HELD-GUILTY REDUCTION   View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FNUVXVEZPUkZsNlRsRTlQUT09&locationName=_____________________)"
"HKXR56     FL      PAS            8844654659       09/22/2020   08:51A           NO STANDING-BUS STOP                                   115.00        0.00             0.00              0.00               115.00           0.00         115        Q        TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FNUVXVEZPUkZreFQxRTlQUT09&locationName=_____________________)"
"35933M5    MD      PAS            8633879281       04/20/2018   11:13A           NO PARKING-STREET CLEANING                             45.00         10.00            0.00              0.00               0.00             55.00        075        K        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrMTZaek5QVkVrMFRWRTlQUT09&locationName=_____________________)"
"VBS6366    VA      PAS            8633879451       04/23/2018   03:09A           NO PARKING-STREET CLEANING                             45.00         10.00            0.00              0.00               0.00             55.00        088        K        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrMTZaek5QVkZFeFRWRTlQUT09&locationName=_____________________)"
"2071460    ME      PAS            8654630486       09/14/2019   01:00P           DETACHED TRAILER                                       45.00         10.00            0.00              0.00               0.00             55.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOUkZFMFRtYzlQUT09&locationName=_____________________)"
"2071460    ME      PAS            8654630498       09/14/2019   01:01P           NO STANDING-DAY/TIME LIMITS                            115.00        10.00            0.00              0.00               0.00             125.00       104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOUkZFMVQwRTlQUT09&locationName=_____________________)"
"HS08796    OR      PAS            8654630530       09/14/2019   01:09P           DETACHED TRAILER                                       45.00         10.00            0.00              0.00               0.00             55.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOUkZWNlRVRTlQUT09&locationName=_____________________)"
"U482408    TN      PAS            8654630541       09/14/2019   01:10P           DETACHED TRAILER                                       45.00         10.00            0.00              0.00               0.00             55.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOUkZVd1RWRTlQUT09&locationName=_____________________)"
"3619513    ME      PAS            8654630607       09/14/2019   01:54P           DETACHED TRAILER                                       45.00         10.00            0.00              0.00               0.00             55.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOUkZsM1RuYzlQUT09&locationName=_____________________)"
"3619513    ME      PAS            8654630619       09/14/2019   01:56P           FIRE HYDRANT                                           115.00        10.00            0.00              0.00               0.00             125.00       104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOUkZsNFQxRTlQUT09&locationName=_____________________)"
"97693MK    NY      COM            8654630620       09/14/2019   01:58P           INSP. STICKER-EXPIRED/MISSING    01/02/2020            65.00         60.00            10.61             0.00               0.00             135.61       104        Q        TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOUkZsNVRVRTlQUT09&locationName=_____________________)"
"15560MJ    NY      COM            8654630670       09/14/2019   02:39P           REG. STICKER-EXPIRED/MISSING     01/02/2020            65.00         60.00            10.61             0.00               0.00             135.61       104        Q        TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOUkZrelRVRTlQUT09&locationName=_____________________)"
"15560MJ    NY      COM            8654630681       09/14/2019   02:40P           INSP. STICKER-EXPIRED/MISSING    01/02/2020            65.00         60.00            10.61             0.00               0.00             135.61       104        Q        TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOUkZrMFRWRTlQUT09&locationName=_____________________)"
"5401VQ     ME      PAS            8654630711       09/14/2019   02:45P           FRONT OR BACK PLATE MISSING                            65.00         10.00            0.00              0.00               0.00             75.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOUkdONFRWRTlQUT09&locationName=_____________________)"
"HLC4795    NY      PAS            8654630747       09/14/2019   04:08P           REG. STICKER-EXPIRED/MISSING                           65.00         10.00            0.00              0.00               0.00             75.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOUkdNd1RuYzlQUT09&locationName=_____________________)"
"HLC4795    NY      PAS            8654630759       09/14/2019   04:10P           INSP. STICKER-EXPIRED/MISSING                          65.00         10.00            0.00              0.00               0.00             75.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOUkdNeFQxRTlQUT09&locationName=_____________________)"
"HS08796    OR      PAS            8654630840       09/16/2019   10:39A           DETACHED TRAILER                                       45.00         10.00            0.00              0.00               0.00             55.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOUkdjd1RVRTlQUT09&locationName=_____________________)"
"231655E    ME      PAS            8654630863       09/16/2019   10:44A           DETACHED TRAILER                                       45.00         10.00            0.00              0.00               0.00             55.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOUkdjeVRYYzlQUT09&locationName=_____________________)"
"2463874    ME      PAS            8654631119       09/16/2019   12:58P           DETACHED TRAILER                                       45.00         10.00            0.00              0.00               0.00             55.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOVkVWNFQxRTlQUT09&locationName=_____________________)"
"2463874    ME      PAS            8654631120       09/16/2019   12:59P           NO PARKING-DAY/TIME LIMITS                             60.00         10.00            0.00              0.00               0.00             70.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOVkVWNVRVRTlQUT09&locationName=_____________________)"
"HUJ3329    NY      PAS            8654631132       09/16/2019   01:07P           INSP. STICKER-EXPIRED/MISSING    01/02/2020            65.00         60.00            10.62             0.00               0.00             135.62       104        Q        TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOVkVWNlRXYzlQUT09&locationName=_____________________)"
"54301MK    NY      COM            8654631211       09/20/2019   10:41A           WRONG WAY                                              45.00         30.00            0.00              0.00               0.00             75.00        104        Q        TRAFFIC          HEARING HELD-GUILTY             View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOVkVsNFRWRTlQUT09&locationName=_____________________)"
"2825964    ME      PAS            8654631223       09/20/2019   10:43A           DETACHED TRAILER                                       45.00         10.00            0.00              0.00               0.00             55.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOVkVsNVRYYzlQUT09&locationName=_____________________)"
"JNC4233    NY      PAS            8827521586       09/25/2020   03:22P           NO STANDING-EXC. TRUCK LOADING                         95.00         0.00             0.00              0.00               95.00            0.00         042        BX       TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVNTZWWGxOVkZVMFRtYzlQUT09&locationName=_____________________)"
"62275MM    NY      COM            8827521495       09/25/2020   01:59P           BIKE LANE                                              115.00        0.00             0.00              15.00              100.00           0.00         042        BX       TRAFFIC          HEARING HELD-GUILTY REDUCTION   View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVNTZWWGxOVkZFMVRsRTlQUT09&locationName=_____________________)"
"GYR1928    NY      PAS            8844700827       09/17/2020   05:47P           NO STANDING-COMM METER ZONE                            115.00        0.00             0.00              0.00               115.00           0.00         013        NY       TRAFFIC                                          View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FNUVZM2ROUkdkNVRuYzlQUT09&locationName=_____________________)"
"127YVZ     CT      PAS            8633880349       04/24/2018   08:27A           NO PARKING-STREET CLEANING                             45.00         10.00            0.00              0.00               0.00             55.00        073        K        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrMTZaelJOUkUwd1QxRTlQUT09&locationName=_____________________)"
"3427894    ME      PAS            8654631235       09/20/2019   10:48A           DETACHED TRAILER                                       45.00         10.00            0.00              0.00               0.00             55.00        104        Q        TRAFFIC          HEARING PENDING                 View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VNUVXWHBOVkVsNlRsRTlQUT09&locationName=_____________________)"
